_id,year,month,date,time,location,indicator,unit,value,note
98822,2023,February,16-02-2023,22:00,MALAKPET,Toluene,ug/m3,1.27,
98823,2023,February,16-02-2023,22:00,MALAKPET,NH3,ug/m3,9.89,
98824,2023,February,16-02-2023,22:00,MALAKPET,NO,ug/m3,5.24,
98825,2023,February,16-02-2023,22:00,MALAKPET,PM2.5,ug/m3,37.84,
98826,2023,February,16-02-2023,22:00,MALAKPET,PM10,ug/m3,101.91,
98827,2023,February,16-02-2023,22:00,MALAKPET,Ozone,ug/m3,11.57,
99072,2023,February,16-02-2023,23:00,MALAKPET,NH3,ug/m3,9.82,
99073,2023,February,16-02-2023,23:00,MALAKPET,PM2.5,ug/m3,31.8,
99074,2023,February,16-02-2023,23:00,MALAKPET,NO2,ug/m3,11.18,
99075,2023,February,16-02-2023,23:00,MALAKPET,SO2,ug/m3,9.7,
99076,2023,February,16-02-2023,23:00,MALAKPET,NO,ug/m3,5.05,
99077,2023,February,16-02-2023,23:00,MALAKPET,CO,mg/m3,1.58,
99078,2023,February,16-02-2023,23:00,MALAKPET,NOx,ppb,16.4,
99079,2023,February,16-02-2023,23:00,MALAKPET,PM10,ug/m3,97.11,
99080,2023,February,16-02-2023,23:00,MALAKPET,Ozone,ug/m3,11.07,
99081,2023,February,16-02-2023,23:00,MALAKPET,ETHBENZ,ug/m3,0.86,
99082,2023,February,16-02-2023,23:00,MALAKPET,WS,m/s,0.07,
99083,2023,February,16-02-2023,23:00,MALAKPET,WD,DEGREE,134.68,
99084,2023,February,16-02-2023,23:00,MALAKPET,RH,%,18,
99085,2023,February,16-02-2023,23:00,MALAKPET,Temp,degreC,30.75,
99086,2023,February,16-02-2023,23:00,MALAKPET,SR,W/m2,0,
99087,2023,February,16-02-2023,23:00,MALAKPET,Toluene,ug/m3,1.26,
99088,2023,February,16-02-2023,23:00,MALAKPET,Benzene,ug/m3,0.97,
99089,2023,February,16-02-2023,23:00,MALAKPET,Xylene,ug/m3,4.09,
99090,2023,February,16-02-2023,23:00,MALAKPET,MP-Xylene,ug/m3,3.23,
99335,2023,February,17-02-2023,00:00,MALAKPET,MP-Xylene,ug/m3,3.25,
99336,2023,February,17-02-2023,00:00,MALAKPET,ETHBENZ,ug/m3,0.87,
99337,2023,February,17-02-2023,00:00,MALAKPET,Toluene,ug/m3,1.25,
99338,2023,February,17-02-2023,00:00,MALAKPET,Benzene,ug/m3,1,
99339,2023,February,17-02-2023,00:00,MALAKPET,Ozone,ug/m3,11.4,
99340,2023,February,17-02-2023,00:00,MALAKPET,NH3,ug/m3,9.96,
99341,2023,February,17-02-2023,00:00,MALAKPET,Xylene,ug/m3,4.15,
99342,2023,February,17-02-2023,00:00,MALAKPET,NO2,ug/m3,11.32,
99343,2023,February,17-02-2023,00:00,MALAKPET,NOx,ppb,16.29,
99344,2023,February,17-02-2023,00:00,MALAKPET,CO,mg/m3,1.38,
